building_id,research_record_id,research_year,canonical_name,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,confidence,needs_review
CHI-POSTFIRE-CHI1876-006,CHI1876-006,1876,St. Patrick's Female Academy,1876,1876,exact,1876,,,,demolished/unknown,Adams Street immediately west of St. Patrick's Church,,,,school,Catholic girls' academy,,St. Patrick's Catholic parish; Sisters of Charity of St. Vincent de Paul,brick masonry,,,new_construction,Frame school immediately west of St. Patrick's Church,Brick construction conformed to the post-1874 citywide prohibition on new wood buildings.,"A large twelve-room brick school was erected in 1876 at a reported cost of about $24,000 and accommodated roughly 500 pupils. Andreas uses both academy and school language.",high,true
CHI-POSTFIRE-CHI1876-015,CHI1876-015,1876,St. Paul's Catholic Church first frame building remodel,1876,1876,exact,1876,,,,demolished/replaced,Near Ambrose and Hoyne Streets,,,,church_conversion,Catholic worship,,St. Paul's Catholic parish,existing modest frame building,,,adaptive_reuse_remodel,Pre-existing frame building purchased by the parish,The parish reused an existing frame structure after the 1874 ban on new wood construction; whether alteration permits treated it as an exception needs confirmation.,"The parish organized in 1876, purchased and remodeled a modest frame building near Ambrose and Hoyne, and established a school. A later brick basement is not assigned to 1876.",medium,true
CHI-POSTFIRE-CHI1876-019,CHI1876-019,1876,William Waller House,1875,1876,year_range,1875,,,,extant/altered,Dearborn Street,1012 N Dearborn St,41.90083,-87.63028,house,private residence,,William Waller,stone masonry; Italianate/Tuscan Villa,,,completion_phase,,Stone residential construction followed Near North Side rebuilding and fire-limit requirements.,"National Register documentation gives 1875-76. Evidence of an August 1875 social event at the house indicates occupancy may predate 1876, so the endpoint is retained as a possible completion phase rather than a certain opening.",medium,true
CHI-POSTFIRE-CHI1876-005,CHI1876-005,1876,Cook County Hospital clinical amphitheater and corridors,1876,1877,year_range,1877,,,,demolished/replaced,Between Wood and Lincoln Streets and Harrison and Polk Streets,Cook County Health campus near 1835 W Harrison St,41.8730,-87.6718,hospital_addition,clinical teaching amphitheater and pavilion connections,,Cook County,red brick with stone trim; 600-seat amphitheater,,,construction_start_or_major_phase,Cook County Hospital pavilion complex,"Masonry institutional additions reflected post-fire concern for separation and fire resistance, outside the 1871 burned district.","The clinical amphitheater and connecting corridors were built during 1876-77. The 600-seat amphitheater is retained as a distinct phase, not counted as a 1876 completion.",high,false
CHI-POSTFIRE-CHI1876-010,CHI1876-010,1876,Jefferson Park Presbyterian Church construction,1876,1877,exact,1877,,,,demolished/unknown,Northeast corner of West Adams and Throop Streets,,,,church,Presbyterian worship,,Jefferson Park Presbyterian congregation,brick masonry; amphitheater-plan auditorium,,,construction_start_or_major_phase,,Brick construction complied with the post-1874 citywide restriction on new wood buildings.,"Construction began in summer 1876. The more-than-$45,000 church, seating about 800, was dedicated January 6, 1877.",high,false
CHI-POSTFIRE-CHI1876-023,CHI1876-023,1876,Michael Brand Brewery construction,1876,1877,year_range,1877,1885,exact,"destroyed by fire May 13, 1885",destroyed/rebuilt,Elston Road near Fullerton Avenue,,,,brewery_complex,beer production and storage,,Michael Brand,substantial brick industrial buildings with machinery,,,construction_start_or_major_phase,Earlier Michael Brand brewery location,"Brick industrial construction reflected the post-1874 citywide fire limits, although the complex was itself destroyed by fire in 1885.","The substantial brick brewery and machinery complex was built during 1876-77 for about $300,000; Brand moved the business there in 1877. It burned May 13, 1885.",high,false
CHI-POSTFIRE-CHI1876-008,CHI1876-008,1876,St. Joseph's Catholic Church construction,1876,1878,exact,1878,,,,demolished/unknown,Northeast corner of Market and Hill Streets,,,,church,Catholic worship,,St. Joseph's Catholic parish,brick masonry,,,construction_start_cornerstone,,Brick construction complied with the post-1874 citywide restriction on new wood buildings.,"Cornerstone laid in October 1876; the approximately $40,000 church was dedicated October 6, 1878. Included for its exact start event, not as a 1876 completion.",high,false
CHI-POSTFIRE-CHI1876-004,CHI1876-004,1876,West Division Pumping Works extension project,1876,1884,exact,1884,,,,demolished/unknown,West Division waterworks site,,,,waterworks,municipal water pumping,,City of Chicago,industrial pumping plant and machinery,,,project_initiation_planning,West Division Pumping Works,Water-supply expansion was a post-fire resilience investment; precise ordinance and fireproofing requirements require engineering-record review.,"Andreas says the extension was projected in 1876 and entered regular service in July 1884. Reported machinery cost was $257,500 and total project cost $371,681.01. No 1876 completion is claimed.",medium,true
CHI-POSTFIRE-CHI1876-009,CHI1876-009,1876,St. Joseph's Home initial construction,1876,1885,year_range,,,,,demolished/unknown,Corner of May and Eleventh Streets,,,,institutional_home,industrial school and refuge for homeless girls,,Catholic charitable institution,material not stated,,,construction_start_or_major_phase,,A charitable-institution project after the fire; material and code compliance require permit or diocesan confirmation.,"The home was commenced in 1876 and later enlarged and completed in 1885 at a reported cost of $16,000. Its first usable phase and opening year remain unresolved.",medium,true
CHI-POSTFIRE-CHI1876-025,CHI1876-025,1876,Anna House opening as New Delavan House,,,occupancy_only,1876,,,,demolished/unknown,102 North Clark Street,,,,hotel,hotel in upper four stories above commercial space,,Mrs. Upham (proprietress),existing five-story commercial building,5,,occupancy_only_opening,,No 1876 physical construction is documented; the row is retained only as a building-use event.,"Opened to the public in 1876 as the New Delavan House. Andreas describes a 100-by-150-foot building, four hotel stories, about 50 rooms and capacity of 100; construction date remains unknown.",medium,true
CHI-POSTFIRE-CHI1876-027,CHI1876-027,1876,"Carson, Pirie & Company North Division store opening",,,occupancy_only,1876,,,,demolished/unknown,166-170 North Clark Street,,,,department_store,dry-goods retail,,"Carson, Pirie & Company",existing commercial building; material not stated,,,occupancy_only_opening,,No physical construction is documented; this is a commercial occupancy event within the post-fire North Division.,"Andreas states that Carson, Pirie & Company opened a large dry-goods house at 166-170 North Clark in 1876. Building construction date and modification scope were not found.",medium,true
CHI-POSTFIRE-CHI1876-026,CHI1876-026,1876,Lincoln Park Floating Hospital pier and shelter use,,,occupancy_only,1876,,,,demolished/unknown,Lincoln Park lakefront north of North Avenue,,,,pier_shelter,summer hospital and convalescent care for children,,Floating Hospital Association; Lincoln Park Commissioners,"wooden pier with shelter house, railings, hammocks and cots",,,adaptive_use_opening,Existing Lincoln Park pier,The wooden waterfront installation had a specialized park and pier use; ordinary city building-code applicability is uncertain.,"The Association received use of the roughly 400-foot pier in 1876 for a floating-hospital program. Andreas describes a shelter house and care equipment, but does not unambiguously date the shelter's erection; no construction completion is claimed.",medium,true
CHI-POSTFIRE-CHI1877-023,CHI1877-023,1877,West Side Water Works engine commissioning,1875,1876,year-only,1876,,,,demolished/unknown,Twenty-second Street and Ashland Avenue,,,,waterworks,potable-water pumping,Quintard Iron Works (engines); City public works designers,City of Chicago,brick pumping station with stone trim; two compound condensing beam engines,,,infrastructure_commissioning_test,,Expanded pumping capacity was a central post-fire public-health and fire-protection investment.,"Engines entered operation November 6, 1876; formal specification tests in January 1877 measured 16,160,470 and 15,571,970 gallons per 24 hours and duties above 96 million foot-pounds. Included for the distinct 1877 commissioning/acceptance event, not as a 1877 building completion.",high,false
CHI-POSTFIRE-CHI1877-015,CHI1877-015,1877,Atwater Building,1877,1877,year-only,1877,,,,extant/altered,Wabash Avenue near Monroe Street,28 S Wabash Ave,41.8815228643,-87.6269769542,commercial_block,store and wholesale commercial space,John M. Van Osdel,John P. Atwater,Illinois stone with brick trim; Victorian Gothic and Italianate masonry,5,,new_commercial_construction,,Substantial masonry commercial construction within the expanded post-fire limits.,"Contemporary notices describe a five-story-and-basement, 40-by-155-foot, $30,000 store under construction in August-September 1877. Later facade, pediment, storefront, and finish alterations occurred; the building survives as the southern component of the landmark Haskell-Barker-Atwater group.",high,false
CHI-POSTFIRE-CHI1877-014,CHI1877-014,1877,Chicago Historical Society temporary building,1877,1877,exact,1877,1892,year,removed for later society building,demolished,Northwest corner of Ontario and Dearborn Streets,,,,library_archive,library museum and historical collections,F. M. Whitehouse with Burling & Adler; John McEwen (contractor),Chicago Historical Society,masonry institutional wing,,,temporary_building_and_future_wing_nucleus,Chicago Historical Society building destroyed in the 1871 fire,A deliberately fire-conscious institutional restart restored archival capacity after the Society's catastrophic 1871 collection and building loss.,"Designed as a 40-by-70-foot 'temporary' building but intended as the rear of a future north wing. Contemporary estimate was about $7,000; the Society occupied it October 16, 1877 and removed it in 1892.",high,false
CHI-POSTFIRE-CHI1877-024,CHI1877-024,1877,Chicago fire-alarm telegraph expansion,1877,1877,year-only,1877,,,,superseded,citywide Chicago fire-alarm network,,,,communications_infrastructure,municipal fire alarm and dispatch,J. P. Barrett (superintendent); municipal fire-alarm staff,City of Chicago,174 street boxes; 125 miles aerial wire; 2358 telegraph poles; engine-house control apparatus,,,citywide_infrastructure_expansion,,"Directly responsive to the city's post-fire emphasis on detection, communication, and coordinated suppression.","In 1877 the city installed 174 street boxes, connected talking lines to almost all engine houses, added 28 automatic registers, installed door/gas control equipment, built 125 miles of aerial wire including 50 new miles, and moved wires off rooftops onto 2,358 poles.",high,false
CHI-POSTFIRE-CHI1877-016,CHI1877-016,1877,Erie Street Row,1877,1877,circa,1877,,partial,western two of five demolished in 1960,extant/altered,Erie Street row east of St. Clair Street,161 E Erie St,41.8940527487,-87.6232244954,rowhouses,residential rowhouses,,,Joliet limestone masonry; Italianate,,,new_residential_group,,Masonry rowhouses reflect durable construction in the post-fire North Side.,"Five attached rowhouses were built about 1877; the three eastern houses survive, the two western houses were demolished in 1960, and surviving units were converted to commercial use around 1920. Recorded as one grouped complex, not five invented individual identities.",high,false
